label,message,processed_text
ham,"K I'm leaving soon, be there a little after 9",k leaving soon little
ham,hi my darlin im on my way to London and we have just been smashed into by another driver! and have a big dent! im really missing u what have u been up to? xxx,hi darlin im way london smashed another driver big dent im really missing u u xxx
ham,"Alright, see you in a bit",alright see bit
spam,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,believe true incredible txts reply g learn truly amazing things blow mind fwd p txt
ham,At what time are you coming.,time coming
ham,S:)no competition for him.,competition
ham,happened here while you were adventuring,happened adventuring
ham,"The world suffers a lot... Not because of the violence of bad people. But because of the silence of good people!, Gud night....",world suffers lot violence bad people silence good people gud night
ham,Pls send me your address sir.,pls send address sir
spam,Your credits have been topped up for http://www.bubbletext.com Your renewal Pin is tgxxrz,credits topped renewal pin tgxxrz
ham,Thanks for ve lovely wisheds. You rock,thanks lovely wisheds rock
spam,GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm ,gent trying contact last weekends draw shows prize guaranteed call claim code k valid hrs ppm
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. £1.50 SP:Tyrone,sunshine quiz wkly q win top sony dvd player u know country liverpool played mid week txt ansr sp tyrone
spam,Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p,join uk horniest dogging service u sex nite sign follow instructions txt entry
ham,Its like that hotel dusk game i think. You solve puzzles in a area thing,like hotel dusk game think solve puzzles area thing
ham,Dont know you bring some food,dont know bring food
ham,Wat happened to the cruise thing,wat happened cruise thing
ham,"Did he say how fantastic I am by any chance, or anything need a bigger life lift as losing the will 2 live, do you think I would be the first person 2 die from N V Q? ",say fantastic chance anything need bigger life lift losing live think would first person die n v q
ham,Yo do you know anyone  &lt;#&gt;  or otherwise able to buy liquor? Our guy flaked and right now if we don't get a hold of somebody its just 4 loko all night,yo know anyone lt gt otherwise able buy liquor guy flaked right get hold somebody loko night
ham,Yesterday its with me only . Now am going home.,yesterday going home
ham,You know there is. I shall speak to you in  &lt;#&gt;  minutes then,know shall speak lt gt minutes
ham,No. But we'll do medical missions to nigeria,medical missions nigeria
spam,Ur TONEXS subscription has been renewed and you have been charged £4.50. You can choose 10 more polys this month. www.clubzed.co.uk *BILLING MSG*,ur tonexs subscription renewed charged choose polys month billing msg
spam,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records",contract mobile mnths latest motorola nokia etc free double mins text orange tariffs text yes callback remove records
ham,We live in the next  &lt;#&gt; mins,live next lt gt mins
ham,I'm home.,home
ham,If you're thinking of lifting me one then no.,thinking lifting one
ham,I'm going 2 orchard now laready me reaching soon. U reaching?,going orchard laready reaching soon u reaching
ham,Hey. You got any mail?,hey got mail
spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out! ",congrats year special cinema pass call c suprman v matrix starwars etc free bx ip pm dont miss
spam,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only,message free welcome new improved sex dogging club unsubscribe service reply stop
ham,Yo guess what I just dropped,yo guess dropped
ham,"I hope your alright babe? I worry that you might have felt a bit desparate when you learned the job was a fake ? I am here waiting when you come back, my love",hope alright babe worry might felt bit desparate learned job fake waiting come back love
ham,Where is that one day training:-),one day training
ham,"Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao...",hmmm guess go kb n power yoga haha dunno tahan power yoga anot thk got lo oso forgot liao
ham,Kay... Since we are out already ,kay since already
ham,I'm also came to room.,also came room
ham,Ok lor...,ok lor
ham,My house here e sky quite dark liao... If raining then got excuse not 2 run already rite... Hee...,house e sky quite dark liao raining got excuse run already rite hee
ham,But really quite funny lor wat... Then u shd haf run shorter distance wat...,really quite funny lor wat u shd haf run shorter distance wat
ham,Gr8. So how do you handle the victoria island traffic. Plus when's the album due,gr handle victoria island traffic plus album due
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,ur cash balance currently pounds maximize ur cash send collect p msg cc po box tcr w
ham,"No, I decided that only people who care about stuff vote and caring about stuff is for losers",decided people care stuff vote caring stuff losers
ham,"Sorry, I'll call later",sorry call later
ham,Have you had a good day? Mine was really busy are you up to much tomorrow night?,good day mine really busy much tomorrow night
ham,I cant wait for cornwall. Hope tonight isnt too bad as well but its rock night shite. Anyway im going for a kip now have a good night. Speak to you soon.,wait cornwall hope tonight bad well rock night shite anyway going kip good night speak soon
ham,Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!,look back building coat want get sick hurry home wear coat gym
ham,Dunno lei ü all decide lor. How abt leona? Oops i tot ben is going n i msg him.,dunno lei decide lor abt leona oops tot ben going n msg
ham,You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs,tell thinking plus going stop runs
ham,Whens your radio show?,whens radio show
ham,"Easy mate, * guess the quick drink was bit ambitious.",easy mate guess quick drink bit ambitious
ham,Hi ....My engagement has been fixd on  &lt;#&gt; th of next month. I know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.,hi engagement fixd lt gt th next month know really shocking bt hmm njan vilikkam ws al sudn
ham,"Haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think I could swing by in like an hour?",haha legs neck killing amigos hoping end night burn think could swing like hour
ham,K.k:)advance happy pongal.,k k advance happy pongal
ham,"Set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. Wish you Happy Valentines Day!",set place heart mind mind easily forgets heart always remember wish happy valentines day
ham,Oh great. I.ll disturb him more so that we can talk.,oh great disturb talk
spam,74355 XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC,xmas iscoming ur awarded either cd gift vouchers free entry r weekly draw txt music tnc
ham,Dunno dat's wat he told me. Ok lor...,dunno dat wat told ok lor
ham,We got a divorce. Lol. She.s here,got divorce lol
ham,Hey mr  and I are going to the sea view and having a couple of gays I mean games! Give me a bell when ya finish ,hey mr going sea view couple gays mean games give bell ya finish
ham,Yun ah.now ü wkg where?btw if ü go nus sc. Ü wana specialise in wad?,yun ah wkg btw go nus sc wana specialise wad
ham,"Hmm well, night night ",hmm well night night
spam,Hi its LUCY Hubby at meetins all day Fri & I will B alone at hotel U fancy cumin over? Pls leave msg 2day 09099726395 Lucy x Calls£1/minMobsmoreLKPOBOX177HP51FL,hi lucy hubby meetins day fri b alone hotel u fancy cumin pls leave msg day lucy x calls minmobsmorelkpobox hp fl
ham,Sounds like there could be a lot of time spent in that chastity device boy ... *grins* ... Or take your beatings like a good dog. Going to lounge in a nice long bath now ?,sounds like could lot time spent chastity device boy grins take beatings like good dog going lounge nice long bath
ham,Dunno da next show aft 6 is 850. Toa payoh got 650.,dunno da next show aft toa payoh got
ham,When are you guys leaving?,guys leaving
ham,Then cant get da laptop? My matric card wif ü lei... ,cant get da laptop matric card wif lei
ham,Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.,oi ami parchi na kicchu kaaj korte iccha korche na phone ta tul na plz plz
ham,I ain't answerin no phone at what is actually a pretty reasonable hour but I'm sleepy,answerin phone actually pretty reasonable hour sleepy
ham,"(No promises on when though, haven't even gotten dinner yet)",promises though even gotten dinner yet
ham,1's reach home call me.,reach home call
ham,"awesome, how do I deal with the gate? Charles told me last night but, uh, yeah",awesome deal gate charles told last night uh yeah
ham,"I guess that's why you re worried. You must know that there's a way the body repairs itself. And i'm quite sure you shouldn't worry. We'll take it slow. First the tests, they will guide when your ovulation is then just relax. Nothing you've said is a reason to worry but i.ll keep on followin you up.",guess worried must know way body repairs quite sure worry take slow first tests guide ovulation relax nothing said reason worry keep followin
ham,"K, wen ur free come to my home and also tel vikky i hav sent mail to him also.. Better come evening il be free today aftr 6pm..:-)",k wen ur free come home also tel vikky hav sent mail also better come evening il free today aftr pm
ham,"Machan you go to gym tomorrow,  i wil come late goodnight.",machan go gym tomorrow wil come late goodnight
ham,You've always been the brainy one.,always brainy one
ham,Hey so this sat are we going for the intro pilates only? Or the kickboxing too? ,hey sat going intro pilates kickboxing
ham,Here got lots of hair dresser fr china.,got lots hair dresser fr china
ham,"Gud gud..k, chikku tke care.. sleep well gud nyt",gud gud k chikku tke care sleep well gud nyt
ham,"Probably not, still going over some stuff here",probably still going stuff
ham,Yes I started to send requests to make it but pain came back so I'm back in bed. Double coins at the factory too. I gotta cash in all my nitros.,yes started send requests make pain came back back bed double coins factory got ta cash nitros
ham,Hi i won't b ard 4 christmas. But do enjoy n merry x'mas.,hi b ard christmas enjoy n merry x mas
ham,at bruce b downs &amp; fletcher now,bruce b downs amp fletcher
spam,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN £100 Cash WKENT/150P16+,eastenders tv quiz flower dot compare violet e tulip f lily txt e f chance win cash wkent p
ham,Oh k :)why you got job then whats up?,oh k got job whats
ham,WHAT TIME U WRKIN?,time u wrkin
spam,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!",got takes take part wrc rally oz u lucozade energy text rally le p see packs lucozade co uk wrc itcould u
ham,"Hey, I missed you tm of last night as my phone was on the charge ... *smiles* ... I am meeting a friend shortly",hey missed tm last night phone charge smiles meeting friend shortly
spam,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs,great new offer double mins double txt best orange tariffs get latest camera phones free call mobileupd free stoptxt cs
ham,So that takes away some money worries,takes away money worries
spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,mths half price orange line rental latest camera phones free phone mths call mobilesdirect free update stoptxt
ham,I tot it's my group mate... Lucky i havent reply... Wat time do ü need to leave... ,tot group mate lucky havent reply wat time need leave
ham,"Yep, at derek's house now, see you Sunday &lt;3",yep derek house see sunday lt
ham,One day a crab was running on the sea shore..The waves came n cleared the footprints of the crab.. Crab asked: being my frnd y r u clearing my beautiful footprints? Waves replied: A fox was following ur footprints to catch you! thats y i cleared it off:) frndsship never lets u dwn :-) GUD nyt..,one day crab running sea shore waves came n cleared footprints crab crab asked frnd r u clearing beautiful footprints waves replied fox following ur footprints catch thats cleared frndsship never lets u dwn gud nyt
ham,ARE YOU IN TOWN? THIS IS V. IMPORTANT,town v important
ham,Dip's cell dead. So i m coming with him. U better respond else we shall come back.,dip cell dead coming u better respond else shall come back
ham,Apo all other are mokka players only,apo mokka players
ham,I've been trying to reach him without success,trying reach without success
ham,We took hooch for a walk toaday and i fell over! Splat! Grazed my knees and everything! Should have stayed at home! See you tomorrow! ,took hooch walk toaday fell splat grazed knees everything stayed home see tomorrow
spam,Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.,next amazing xxx picsfree video sent enjoy one vid enough day text back keyword picsfree get next video
ham,"He said that he had a right giggle when he saw u again! You would possibly be the first person2die from NVQ, but think how much you could for! ",said right giggle saw u would possibly first person die nvq think much could
ham,... Are you in the pub?,pub
ham,When you are big..| God will bring success.,big god bring success
ham,1 in cbe. 2 in chennai.,cbe chennai
spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate",nd time tried contact u u pound prize claim easy call p per min bt national rate
ham,Oh oh... Wasted... Den muz chiong on sat n sun liao...,oh oh wasted den muz chiong sat n sun liao
ham,Did you stitch his trouser,stitch trouser
ham,"Come to me, slave. Your doing it again ... Going into your shell and unconsciously avoiding me ... You are making me unhappy :-(",come slave going shell unconsciously avoiding making unhappy
ham,V nice! Off 2 sheffield tom 2 air my opinions on categories 2 b used 2 measure ethnicity in next census. Busy transcribing. :-),v nice sheffield tom air opinions categories b used measure ethnicity next census busy transcribing
ham,"Gal n boy walking in d park. gal-can i hold ur hand? boy-y? do u think i would run away? gal-no, jst wana c how it feels walking in heaven with an prince..GN:-)",gal n boy walking park gal hold ur hand boy u think would run away gal jst wana c feels walking heaven prince gn
ham,"Kate jackson rec center before 7ish, right?",kate jackson rec center ish right
ham,How much u trying to get?,much u trying get
spam,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",urgent ur awarded complimentary trip eurodisinc trav aco entry claim txt dis morefrmmob shracomorsglsuplt ls aj
ham,"Haven't seen my facebook, huh? Lol!",seen facebook huh lol
ham,* Am on my way,way
ham,"Well, I was about to give up cos they all said no they didn‘t do one nighters. I persevered and found one but it is very cheap so i apologise in advance. It is just somewhere to sleep isnt it?",well give cos said one nighters persevered found one cheap apologise advance somewhere sleep isnt
spam,TBS/PERSOLVO. been chasing us since Sept for£38 definitely not paying now thanks to your information. We will ignore them. Kath. Manchester.,tbs persolvo chasing us since sept definitely paying thanks information ignore kath manchester
ham,"CHA QUITEAMUZING THATSCOOL BABE,PROBPOP IN & CU SATTHEN HUNNY 4BREKKIE! LOVE JEN XXX. PSXTRA LRG PORTIONS 4 ME PLEASE ",cha quiteamuzing scool babe probpop cu satthen hunny brekkie love jen xxx psxtra lrg portions please
spam,LORD OF THE RINGS:RETURN OF THE KING in store NOW!REPLY LOTR by 2 June 4 Chance 2 WIN LOTR soundtrack CDs StdTxtRate. Reply STOP to end txts,lord rings return king store reply lotr june chance win lotr soundtrack cds stdtxtrate reply stop end txts
ham,"Dear all, as we know  &lt;#&gt; th is the  &lt;#&gt; th birthday of our loving Gopalettan. We are planning to give a small gift on that day. Those who like to participate in that you are welcome. Please contact our admin team for more details",dear know lt gt th lt gt th birthday loving gopalettan planning give small gift day like participate welcome please contact admin team details
ham,I am back. Good journey! Let me know if you need any of the receipts. Shall i tell you like the pendent?,back good journey let know need receipts shall tell like pendent
ham,To day class is there are no class.,day class class
ham,"Okey doke. I'm at home, but not dressed cos laying around ill! Speak to you later bout times and stuff. ",okey doke home dressed cos laying around ill speak later bout times stuff
ham,Were somewhere on Fredericksburg,somewhere fredericksburg
ham,And stop being an old man. You get to build snowman snow angels and snowball fights.,stop old man get build snowman snow angels snowball fights
ham,Where r we meeting?,r meeting
ham,"Alright, I'll head out in a few minutes, text me where to meet you",alright head minutes text meet
ham,"Sorry about earlier. Putting out fires.Are you around to talk after 9? Or do you actually have a life, lol!",sorry earlier putting fires around talk actually life lol
ham,"Not really dude, have no friends i'm afraid :(",really dude friends afraid
ham,Many more happy returns of the day. I wish you happy birthday.,many happy returns day wish happy birthday
ham,How much is torch in 9ja.,much torch ja
spam,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 08000930705,want new nokia colour phone delivered tomorrow free minutes mobile free text free camcorder reply call
ham,Huh so early.. Then ü having dinner outside izzit?,huh early dinner outside izzit
ham,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",solve case man found murdered lt decimal gt lt gt afternoon wife called police police questioned everyone wife sir sleeping murder took place cook cooking gardener picking vegetables house maid went post office children went play neighbour went marriage police arrested murderer immediately reply reason u r brilliant
ham,K do I need a login or anything,k need login anything
spam,"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX",hey boys want hot xxx pics sent direct ur phone txt porn hrs free p per day stop text stopbcm sf wc n xx
ham,Joy's father is John. Then John is the NAME of Joy's father. Mandan,joy father john john name joy father mandan
ham,Thanks. Fills me with complete calm and reassurance! ,thanks fills complete calm reassurance
spam,8007 FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W4 5WQ norm 150p/tone 16+,free st week nokia tone ur mob every week txt nokia get txting tell ur mates pobox w wq norm p tone
ham,Yes! I am a one woman man! Please tell me your likes and dislikes in bed...,yes one woman man please tell likes dislikes bed
ham,Me hungry buy some food good lei... But mum n yun dun wan juz buy a little bit... ,hungry buy food good lei mum n yun dun wan juz buy little bit
ham,"Y cant u try new invention to fly..i'm not joking.,",cant u try new invention fly joking
ham,Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.,get gandhipuram walk cross cut road right side lt gt street road turn first right
ham,"Especially since i talk about boston all up in my personal statement, lol! I woulda changed that if i had realized it said nyc! It says boston now.",especially since talk boston personal statement lol woulda changed realized said nyc says boston
ham,"Cool, we shall go and see, have to go to tip anyway. Are you at home, got something to drop in later? So lets go to town tonight! Maybe mum can take us in.",cool shall go see go tip anyway home got something drop later lets go town tonight maybe mum take us
ham,U can call me now...,u call
ham,I told her I had a Dr appt next week. She thinks I'm gonna die. I told her its just a check. Nothing to be worried about. But she didn't listen.,told dr appt next week thinks gon na die told check nothing worried listen
ham,"Don't worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Brb gonna go kill myself",worry though understand important put place poorly thought punishment face worst thing ever happened brb gon na go kill
ham,Ok... U enjoy ur shows...,ok u enjoy ur shows
ham,An excellent thought by a misundrstud frnd: I knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( Gn:-),excellent thought misundrstud frnd knw u hate bt day wen u knw truth u hate urself gn
ham,Ok. I.ll do you right later.,ok right later
ham,I wont get concentration dear you know you are my mind and everything :-),wont get concentration dear know mind everything
ham,Ok how you dear. Did you call chechi,ok dear call chechi
ham,Gettin rdy to ship comp,gettin rdy ship comp
ham,Good. do you think you could send me some pix? I would love to see your top and bottom...,good think could send pix would love see top bottom
ham,The guy did some bitching but I acted like i'd be interested in buying something else next week and he gave it to us for free,guy bitching acted like interested buying something else next week gave us free
ham,Lol I have to take it. member how I said my aunt flow didn't visit for 6 months? It's cause I developed ovarian cysts. Bc is the only way to shrink them.,lol take member said aunt flow visit months cause developed ovarian cysts bc way shrink
ham,"Tee hee. Off to lecture, cheery bye bye.",tee hee lecture cheery bye bye
ham,And popping &lt;#&gt; ibuprofens was no help.,popping lt gt ibuprofens help
ham,Nah dub but je still buff,nah dub je still buff
spam,"Thanks for your ringtone order, reference number X49.Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182",thanks ringtone order reference number x mobile charged tone arrive please call customer services
spam,"URGENT! Last weekend's draw shows that you have won £1000 cash or a Spanish holiday! CALL NOW 09050000332 to claim. T&C: RSTM, SW7 3SS. 150ppm",urgent last weekend draw shows cash spanish holiday call claim c rstm sw ss ppm
ham,I am in bus on the way to calicut,bus way calicut
ham,"Awesome, text me when you're restocked",awesome text restocked
ham,"Cool, what time you think you can get here?",cool time think get
ham,Good. No swimsuit allowed :),good swimsuit allowed
ham,I know a few people I can hit up and fuck to the yes,know people hit fuck yes
ham,"Yo my trip got postponed, you still stocked up?",yo trip got postponed still stocked
ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..",house maid murderer coz man murdered lt gt th january public holiday govt instituitions closed including post office
ham,K.k.how is your business now?,k k business
ham,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas",many people seems special first sight remain special till last sight maintain till life ends sh jas
ham,Haven't eaten all day. I'm sitting here staring at this juicy pizza and I can't eat it. These meds are ruining my life.,eaten day sitting staring juicy pizza eat meds ruining life
ham,Do you think i can move  &lt;#&gt;  in a week,think move lt gt week
ham,"Had the money issue weigh me down but thanks to you, I can breathe easier now. I.ll make sure you dont regret it. Thanks.",money issue weigh thanks breathe easier make sure dont regret thanks
ham,Ranjith cal drpd Deeraj and deepak 5min hold,ranjith cal drpd deeraj deepak min hold
ham,Yes i will be there. Glad you made it.,yes glad made
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.",night ended another day morning come special way may smile like sunny rays leaves worries blue blue bay
ham,"Enjoy the showers of possessiveness poured on u by ur loved ones, bcoz in this world of lies, it is a golden gift to be loved truly..",enjoy showers possessiveness poured u ur loved ones bcoz world lies golden gift loved truly
spam,"Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or £1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH.",dear matthew please call landline complimentary lux tenerife holiday cash await collection ppm sae cs box sk xh
ham,Nope... Juz off from work...,nope juz work
ham,Okie but i scared u say i fat... Then u dun wan me already...,okie scared u say fat u dun wan already
spam,WOW! The Boys R Back. TAKE THAT 2007 UK Tour. Win VIP Tickets & pre-book with VIP Club. Txt CLUB to 81303. Trackmarque Ltd info@vipclub4u.,wow boys r back take uk tour win vip tickets pre book vip club txt club trackmarque ltd
ham,Hi. I'm always online on yahoo and would like to chat with you someday,hi always online yahoo would like chat someday
ham,Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx,hi kate evening hope see tomorrow bit bloody babyjontet txt back u xxx
ham,Welp apparently he retired,welp apparently retired
ham,"Hmmm ... I thought we said 2 hours slave, not 3 ... You are late ... How should I punish you ?",hmmm thought said hours slave late punish
ham,"Mmmmm ... It was sooooo good to wake to your words this morning, my Love!! Mmmm fuck ... I love you too, my Lion ... *devouring kiss from across the sea*",mmmmm sooooo good wake words morning love mmmm fuck love lion devouring kiss across sea
ham,"Hello.How u doing?What u been up 2?When will u b moving out of the flat, cos I will need to arrange to pick up the lamp, etc. Take care. Hello caroline!",hello u u u b moving flat cos need arrange pick lamp etc take care hello caroline
ham,Aiyar u so poor thing... I give u my support k... Jia you! I'll think of u...,aiyar u poor thing give u support k jia think u
ham,Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.,yeah think use gt atm register sure anyway help let know sure ready
spam,ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,ree entry weekly comp chance win ipod txt pod get entry std txt rate c apply details
spam,87077: Kick off a new season with 2wks FREE goals & news to ur mobile! Txt ur club name to 87077 eg VILLA to 87077,kick new season wks free goals news ur mobile txt ur club name eg villa
ham,"Hey ! I want you ! I crave you ! I miss you ! I need you ! I love you, Ahmad Saeed al Hallaq ...",hey want crave miss need love ahmad saeed al hallaq
ham,"Yes obviously, but you are the eggs-pert and the potato head… Speak soon! ",yes obviously eggs pert potato head speak soon
ham,Hey mate. Spoke to the mag people. We‘re on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later. ,hey mate spoke mag people deliver end month deliver th sept talk later
ham,S.s:)i thinl role is like sachin.just standing. Others have to hit.,thinl role like sachin standing others hit
ham,Ugh just got outta class,ugh got outta class
ham,Ok lar... Joking wif u oni...,ok lar joking wif u oni
ham,I cant pick the phone right now. Pls send a message,cant pick phone right pls send message
ham,They don't put that stuff on the roads to keep it from getting slippery over there?,put stuff roads keep getting slippery
ham,"Playin space poker, u?",playin space poker u
ham,Just wait till end of march when el nino gets himself. Oh.,wait till end march el nino gets oh
ham,Hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? I get home tomorrow at 5ish.,hi im relaxing time ever get every day party good night get home tomorrow ish
ham,Yes see ya not on the dot,yes see ya dot
ham,"Omw back to tampa from west palm, you hear what happened?",omw back tampa west palm hear happened
ham,Well she's in for a big surprise!,well big surprise
ham,I love your ass! Do you enjoy doggy style? :),love ass enjoy doggy style
ham,"Mostly sports type..lyk footbl,crckt..",mostly sports type lyk footbl crckt
ham,Go fool dont cheat others ok,go fool dont cheat others ok
ham,No i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans,gon na able late notice home weeks anyway plans
ham,Oh k.i think most of wi and nz players unsold.,oh k think wi nz players unsold
ham,That was random saw my old roomate on campus. He graduated,random saw old roomate campus graduated
ham," said kiss, kiss, i can't do the sound effects! He is a gorgeous man isn't he! Kind of person who needs a smile to brighten his day! ",said kiss kiss sound effects gorgeous man kind person needs smile brighten day
ham,"A cute thought for friendship: ""Its not necessary to share every secret with ur close Frnd, but watever u shared should be true""....",cute thought friendship necessary share every secret ur close frnd watever u shared true
ham,Pls what's the full name of joke's school cos fees in university of florida seem to actually be  &lt;#&gt; k. Pls holla back,pls full name joke school cos fees university florida seem actually lt gt k pls holla back
spam,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,free st week nokia tone ur mobile every week txt nokia get txting tell ur mates pobox w wq norm p tone
spam,"U were outbid by simonwatson5120 on the Shinco DVD Plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply END OUT",u outbid simonwatson shinco dvd plyr bid visit sms ac smsrewards end bid notifications reply end
ham,"Okies... I'll go yan jiu too... We can skip ard oso, go cine den go mrt one, blah blah blah... ",okies go yan jiu skip ard oso go cine den go mrt one blah blah blah
ham,Good sleep is about rhythm. The person has to establish a rhythm that the body will learn and use. If you want to know more :-),good sleep rhythm person establish rhythm body learn use want know
ham,Mum ask ü to buy food home...,mum ask buy food home
ham,"OH YEAH,AND HAV A GREAT TIME IN NEWQUAY-SEND ME A POSTCARD !1 LOOK AFTER ALL THE GIRLS WHILE IM GONE(U KNOW THE 1IM TALKIN BOUT!)xx",oh yeah hav great time newquay send postcard look girls im gone u know im talkin bout xx
ham,"'Wnevr i wana fal in luv vth my books, My bed fals in luv vth me..!'' . Yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) Gud eveB-).",wnevr wana fal luv vth books bed fals luv vth yen madodu nav pretsorginta nammanna pretsovru important alwa gud eveb
ham,Do you mind if I ask what happened? You dont have to say if it is uncomfortable.,mind ask happened dont say uncomfortable
ham,Still at west coast... Haiz... Ü'll take forever to come back...,still west coast haiz take forever come back
spam,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,polyphonic tone ur mob every week txt pt st tone free get txtin tell ur friends p tone reply hl info
ham,What year. And how many miles.,year many miles
ham,"Not much, just some textin'. How bout you?",much textin bout
ham,What's your room number again? Wanna make sure I'm knocking on the right door,room number wan na make sure knocking right door
ham,So u gonna get deus ex?,u gon na get deus ex
ham,No dear i do have free messages without any recharge. Hi hi hi,dear free messages without recharge hi hi hi
spam,Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.,dont forget place many free requests stchoice co uk wish information call
ham,Dear are you angry i was busy dear,dear angry busy dear
ham,It's é only $140 ard...É rest all ard $180 at least...Which is é price 4 é 2 bedrm ($900),ard rest ard least price bedrm
